gene_id	gene_name	gene_len	total_pct_count	anchor_sum	anchor_mean	anchor_nonzero_bins	max_ratio	used	skip_reason
ENSG00000075303.13	SLC25A40	4056	7158	116	11.6000	9	18.0172	true	-
ENSG00000154122.14	ANKH	8207	10539	175	17.5000	10	18.0000	true	-
ENSG00000151348.16	EXT2	5015	25493	354	35.4000	10	17.9944	true	-
ENSG00000206560.12	ANKRD28	6564	113321	3435	343.5000	10	17.9651	true	-
ENSG00000139505.13	MTMR6	5117	16102	191	19.1000	10	17.9581	true	-
ENSG00000177606.9	JUN	3257	128995	3004	300.4000	10	17.9061	true	-
ENSG00000197771.13	MCMBP	4216	6294	124	12.4000	10	17.8226	true	-
ENSG00000164506.16	STXBP5	9177	91042	1265	126.5000	10	17.8182	true	-
ENSG00000021355.13	SERPINB1	2476	454045	12758	1275.8000	10	17.7771	true	-
ENSG00000108854.16	SMURF2	6240	7622	157	15.7000	10	17.7707	true	-
ENSG00000105447.13	GRWD1	5361	7923	210	21.0000	10	17.7619	true	-
ENSG00000154642.11	C21orf91	1593	3586	319	31.9000	10	17.7429	true	-
ENSG00000001084.13	GCLC	2356	6013	278	27.8000	10	17.6978	true	-
ENSG00000198700.10	IPO9	11416	28978	212	21.2000	10	17.6887	true	-
ENSG00000099385.12	BCL7C	1603	7283	573	57.3000	10	17.6614	true	-
ENSG00000158042.9	MRPL17	2305	2842	148	14.8000	10	17.6351	true	-
ENSG00000133739.16	LRRCC1	4493	8962	135	13.5000	9	17.6296	true	-
ENSG00000091483.8	FH	3166	13413	339	33.9000	10	17.6106	true	-
ENSG00000188725.8	SMIM15	2888	7205	170	17.0000	10	17.5882	true	-
ENSG00000158711.14	ELK4	2118	5041	181	18.1000	9	17.5691	true	-
ENSG00000001167.15	NFYA	6209	15592	198	19.8000	9	17.5253	true	-
ENSG00000143756.12	FBXO28	5427	10061	298	29.8000	10	17.5168	true	-
ENSG00000167085.14	PHB1	1867	18800	919	91.9000	10	17.4864	true	-
ENSG00000165527.8	ARF6	3875	48089	1364	136.4000	10	17.4560	true	-
ENSG00000115808.13	STRN	14174	21592	140	14.0000	10	17.4286	true	-
ENSG00000168615.13	ADAM9	4112	5328	105	10.5000	9	17.4286	true	-
ENSG00000134215.16	VAV3	2271	7762	173	17.3000	10	17.3988	true	-
ENSG00000165416.15	SUGT1	14161	13328	322	32.2000	10	17.3913	true	-
ENSG00000153201.17	RANBP2	6457	20175	300	30.0000	9	17.3667	true	-
ENSG00000255302.5	EID1	2040	47528	1321	132.1000	10	17.3278	true	-
ENSG00000068878.15	PSME4	7250	28634	346	34.6000	10	17.3121	true	-
ENSG00000280789.2	PAGR1	3874	7005	265	26.5000	10	17.2453	true	-
ENSG00000114735.10	HEMK1	16993	30753	156	15.6000	10	17.1795	true	-
ENSG00000135316.20	SYNCRIP	2859	24093	564	56.4000	10	17.1099	true	-
ENSG00000129473.11	BCL2L2	1245	4544	325	32.5000	10	17.0769	true	-
ENSG00000160194.18	NDUFV3	5725	10441	272	27.2000	10	17.0588	true	-
ENSG00000265241.8	RBM8A	1701	22522	1253	125.3000	10	17.0551	true	-
ENSG00000132600.18	PRMT7	3260	9941	335	33.5000	10	17.0149	true	-
ENSG00000119865.9	CNRIP1	1748	1470	138	13.8000	10	16.9565	true	-
ENSG00000134107.5	BHLHE40	3152	71315	1172	117.2000	7	16.9113	true	-
ENSG00000225190.12	PLEKHM1	3075	10202	250	25.0000	8	16.8400	true	-
ENSG00000139428.12	MMAB	1342	2292	221	22.1000	8	16.8326	true	-
ENSG00000158122.12	PRXL2C	2723	6096	252	25.2000	9	16.8254	true	-
ENSG00000120063.10	GNA13	6249	37590	365	36.5000	10	16.8219	true	-
ENSG00000170144.22	HNRNPA3	3111	137192	3268	326.8000	10	16.8084	true	-
ENSG00000166295.9	ANAPC16	3231	25292	1132	113.2000	10	16.7668	true	-
ENSG00000186399.11	GOLGA8R	5172	12360	899	89.9000	7	16.6630	true	-
ENSG00000079950.14	STX7	15845	18601	196	19.6000	10	16.6327	true	-
ENSG00000165392.11	WRN	7575	18524	361	36.1000	8	16.5928	true	-
ENSG00000165494.12	PCF11	3309	28460	1790	179.0000	10	16.5531	true	-
ENSG00000177666.17	PNPLA2	2416	64253	1917	191.7000	8	16.5519	true	-
ENSG00000284512.1	ENSG00000284512	2892	2980	239	23.9000	10	16.5272	true	-
ENSG00000078142.14	PIK3C3	1554	3071	181	18.1000	10	16.4641	true	-
ENSG00000123200.17	ZC3H13	8018	18819	259	25.9000	9	16.4093	true	-
ENSG00000034693.15	PEX3	2750	3875	128	12.8000	10	16.3281	true	-
ENSG00000160991.17	ORAI2	10725	75146	819	81.9000	10	16.3126	true	-
ENSG00000110237.5	ARHGEF17	4962	7031	119	11.9000	8	16.3025	true	-
ENSG00000110429.14	FBXO3	2403	4550	190	19.0000	8	16.2632	true	-
ENSG00000143727.16	ACP1	1149	5627	741	74.1000	10	16.2348	true	-
ENSG00000101752.13	MIB1	10100	30042	238	23.8000	8	16.2185	true	-
ENSG00000166170.12	BAG5	4684	18501	227	22.7000	9	16.2115	true	-
ENSG00000165506.15	DNAAF2	2977	4815	174	17.4000	9	16.2069	true	-
ENSG00000088543.15	C3orf18	2365	1864	224	22.4000	10	16.2054	true	-
ENSG00000083642.19	PDS5B	7472	14854	239	23.9000	9	16.1506	true	-
ENSG00000243667.7	DNAAF10	1517	2454	161	16.1000	9	16.1491	true	-
ENSG00000163736.4	PPBP	1307	2955	201	20.1000	9	16.1194	true	-
ENSG00000158769.19	F11R	4639	46057	693	69.3000	10	16.1183	true	-
ENSG00000166260.13	COX11	3150	13914	350	35.0000	10	16.1143	true	-
ENSG00000123240.17	OPTN	3321	14014	366	36.6000	10	16.0656	true	-
ENSG00000081665.14	ZNF506	1007	888	109	10.9000	10	16.0550	true	-
ENSG00000145949.12	MYLK4	5663	13583	848	84.8000	10	16.0495	true	-
ENSG00000143995.20	MEIS1	3530	14390	414	41.4000	10	16.0145	true	-
ENSG00000136240.10	KDELR2	2786	14840	572	57.2000	10	15.9615	true	-
ENSG00000116455.14	WDR77	2456	9633	287	28.7000	10	15.8885	true	-
ENSG00000149196.17	HIKESHI	1694	5720	302	30.2000	10	15.8278	true	-
ENSG00000155660.11	PDIA4	2767	31196	662	66.2000	10	15.8157	true	-
ENSG00000156928.5	MALSU1	2905	3751	219	21.9000	10	15.7991	true	-
ENSG00000137135.18	ARHGEF39	3678	4062	128	12.8000	10	15.7812	true	-
ENSG00000244462.8	RBM12	5213	25782	392	39.2000	10	15.7653	true	-
ENSG00000162645.13	GBP2	4088	10112	237	23.7000	10	15.7384	true	-
ENSG00000107949.17	BCCIP	1433	10469	514	51.4000	10	15.5642	true	-
ENSG00000166676.17	TVP23A	3256	1934	151	15.1000	10	15.5629	true	-
ENSG00000171236.10	LRG1	2605	9286	237	23.7000	10	15.5274	true	-
ENSG00000139746.16	RBM26	5152	26133	525	52.5000	10	15.4857	true	-
ENSG00000198690.10	FAN1	2738	6108	156	15.6000	10	15.4487	true	-
ENSG00000183569.18	SERHL2	753	1030	294	29.4000	8	15.4422	true	-
ENSG00000164163.11	ABCE1	3887	23483	393	39.3000	10	15.3944	true	-
ENSG00000179588.9	ZFPM1	808	1745	214	21.4000	10	15.3738	true	-
ENSG00000135297.17	MTO1	3489	7411	235	23.5000	10	15.3617	true	-
ENSG00000198464.14	ZNF480	2238	1340	189	18.9000	10	15.2381	true	-
ENSG00000023909.10	GCLM	4883	7903	193	19.3000	10	15.2332	true	-
ENSG00000134375.11	TIMM17A	1650	11378	528	52.8000	7	15.2273	true	-
ENSG00000116095.11	PLEKHA3	13892	6550	122	12.2000	10	15.1639	true	-
ENSG00000180357.10	ZNF609	9006	49054	390	39.0000	10	15.1282	true	-
ENSG00000124172.10	ATP5F1E	1878	48063	7369	736.9000	10	15.1242	true	-
ENSG00000250264.1	ENSG00000250264	2705	14391	465	46.5000	10	15.0968	true	-
ENSG00000118600.13	RXYLT1	1854	5430	269	26.9000	10	15.0929	true	-
ENSG00000244754.9	N4BP2L2	2513	14035	1159	115.9000	10	15.0647	true	-
ENSG00000213967.12	ZNF726	1522	1786	105	10.5000	10	15.0476	true	-
ENSG00000104343.21	UBE2W	8379	18914	234	23.4000	9	15.0427	true	-
ENSG00000107581.14	EIF3A	6659	169712	2505	250.5000	10	15.0100	true	-
ENSG00000003056.8	M6PR	650	3963	862	86.2000	10	15.0000	true	-
ENSG00000121940.17	CLCC1	6875	8756	138	13.8000	10	15.0000	true	-
ENSG00000183172.9	SMDT1	1562	5963	526	52.6000	10	14.9810	true	-
ENSG00000085265.12	FCN1	7588	13188	338	33.8000	10	14.9704	true	-
ENSG00000187609.16	EXD3	1585	1061	162	16.2000	10	14.9383	true	-
ENSG00000121741.17	ZMYM2	7429	57706	943	94.3000	10	14.9311	true	-
ENSG00000236782.8	ZNF593OS	1394	2890	357	35.7000	3	14.9020	true	-
ENSG00000158863.22	FHIP2B	4316	22278	461	46.1000	10	14.8807	true	-
ENSG00000144867.13	SRPRB	2576	7057	228	22.8000	10	14.8684	true	-
ENSG00000116120.11	FARSB	6761	15929	381	38.1000	10	14.8294	true	-
ENSG00000183486.14	MX2	3408	20842	440	44.0000	10	14.8182	true	-
ENSG00000189306.11	RRP7A	5419	15375	420	42.0000	10	14.7381	true	-
ENSG00000117697.15	NSL1	1344	1570	233	23.3000	9	14.7210	true	-
ENSG00000178996.14	SNX18	3140	4541	132	13.2000	8	14.3939	true	-
ENSG00000085231.14	AK6	743	4869	1079	107.9000	8	14.3930	true	-
ENSG00000120742.11	SERP1	3022	59953	2446	244.6000	10	14.3581	true	-
ENSG00000122547.12	EEPD1	4655	10784	254	25.4000	10	14.2520	true	-
ENSG00000141034.10	GID4	1391	1215	113	11.3000	10	14.2478	true	-
ENSG00000106554.13	CHCHD3	1367	4789	502	50.2000	10	14.2430	true	-
ENSG00000137364.5	TPMT	3184	7808	334	33.4000	10	14.2216	true	-
ENSG00000180044.6	C3orf80	2792	61417	2154	215.4000	10	14.2154	true	-
ENSG00000081019.14	RSBN1	6592	15956	369	36.9000	8	14.2005	true	-
ENSG00000164934.15	DCAF13	2049	4017	253	25.3000	10	14.1897	true	-
ENSG00000108963.19	DPH1	2607	22219	774	77.4000	10	14.0956	true	-
ENSG00000184207.9	PGP	3164	7336	379	37.9000	10	13.9842	true	-
ENSG00000186230.7	ZNF749	4207	2292	136	13.6000	10	13.9706	true	-
ENSG00000287839.3	ENSG00000287839	8327	3632	134	13.4000	7	13.9552	true	-
ENSG00000110536.14	PTPMT1	1611	16413	1156	115.6000	10	13.9360	true	-
ENSG00000161980.6	POLR3K	1372	2740	187	18.7000	10	13.9037	true	-
ENSG00000175449.15	RFESD	2582	2421	123	12.3000	10	13.9024	true	-
ENSG00000100314.4	CABP7	3334	1513	204	20.4000	8	13.8725	true	-
ENSG00000121895.8	TMEM156	1923	3710	433	43.3000	10	13.8568	true	-
ENSG00000152061.24	RABGAP1L	1815	2903	172	17.2000	10	13.7791	true	-
ENSG00000150977.11	RILPL2	1752	19129	859	85.9000	10	13.7253	true	-
ENSG00000090060.19	PAPOLA	1421	22384	1374	137.4000	10	13.7118	true	-
ENSG00000128699.14	ORMDL1	2009	27650	1624	162.4000	10	13.6946	true	-
ENSG00000119523.10	ALG2	2808	9298	248	24.8000	10	13.6694	true	-
ENSG00000163959.10	SLC51A	742	571	145	14.5000	10	13.6552	true	-
ENSG00000101246.20	ARFRP1	2456	10472	386	38.6000	10	13.6528	true	-
ENSG00000163781.14	TOPBP1	6152	26661	343	34.3000	10	13.6443	true	-
ENSG00000150403.18	TMCO3	2822	8583	750	75.0000	10	13.6400	true	-
ENSG00000213366.13	GSTM2	1166	6703	553	55.3000	4	13.6347	true	-
ENSG00000257218.6	GATC	4238	32083	2417	241.7000	10	13.6285	true	-
ENSG00000153487.14	ING1	2870	3501	146	14.6000	10	13.5616	true	-
ENSG00000132603.15	NIP7	1099	2217	246	24.6000	10	13.5366	true	-
ENSG00000057663.16	ATG5	3035	6660	314	31.4000	8	13.5032	true	-
ENSG00000204628.12	RACK1	888	158464	27893	2789.3000	10	13.4847	true	-
ENSG00000175470.20	PPP2R2D	5374	10692	244	24.4000	10	13.4836	true	-
ENSG00000163539.19	CLASP2	1989	2312	124	12.4000	9	13.4677	true	-
ENSG00000101346.15	POFUT1	5226	21600	316	31.6000	10	13.4494	true	-
ENSG00000122566.22	HNRNPA2B1	3628	356479	10044	1004.4000	10	13.4200	true	-
ENSG00000146282.19	RARS2	2242	7276	277	27.7000	10	13.3935	true	-
ENSG00000115840.14	SLC25A12	3936	7461	180	18.0000	10	13.3333	true	-
ENSG00000214114.9	MYCBP	2532	7946	252	25.2000	10	13.3333	true	-
ENSG00000151923.18	TIAL1	3827	39154	1728	172.8000	10	13.2755	true	-
ENSG00000147548.17	NSD3	3995	27578	494	49.4000	10	13.2591	true	-
ENSG00000105983.23	LMBR1	7950	7904	157	15.7000	10	13.2484	true	-
ENSG00000110713.18	NUP98	3987	20884	452	45.2000	9	13.2301	true	-
ENSG00000173588.16	CEP83	3122	4488	152	15.2000	10	13.2237	true	-
ENSG00000166900.17	STX3	3111	5712	431	43.1000	10	13.1787	true	-
ENSG00000163041.13	H3-3A	1070	77672	6655	665.5000	8	13.1555	true	-
ENSG00000232125.5	DYTN	2051	1593	135	13.5000	10	13.0370	true	-
ENSG00000163393.13	SLC22A15	4705	8176	159	15.9000	9	13.0189	true	-
ENSG00000114023.16	FAM162A	3022	10207	694	69.4000	10	13.0115	true	-
ENSG00000240849.11	PEDS1	2222	10895	445	44.5000	10	13.0112	true	-
ENSG00000125954.13	CHURC1-FNTB	1468	5839	868	86.8000	10	13.0069	true	-
ENSG00000146242.9	TPBG	2890	7090	244	24.4000	9	12.9918	true	-
ENSG00000139826.6	ABHD13	5313	14699	345	34.5000	9	12.9855	true	-
ENSG00000107929.16	LARP4B	1787	4895	417	41.7000	10	12.9736	true	-
ENSG00000116985.12	BMP8B	4826	1739	149	14.9000	10	12.9530	true	-
ENSG00000076003.5	MCM6	3753	13712	285	28.5000	10	12.9474	true	-
ENSG00000158480.11	SPATA2	4138	12728	317	31.7000	10	12.9338	true	-
ENSG00000035403.18	VCL	6489	54386	757	75.7000	10	12.9062	true	-
ENSG00000101384.12	JAG1	5940	134613	2356	235.6000	10	12.8820	true	-
ENSG00000260643.2	ENSG00000260643	1032	2911	314	31.4000	10	12.8662	true	-
ENSG00000198846.6	TOX	4076	5886	116	11.6000	9	12.8448	true	-
ENSG00000110063.10	DCPS	5427	9939	293	29.3000	10	12.8328	true	-
ENSG00000204946.10	ZNF783	4424	13780	667	66.7000	10	12.8036	true	-
ENSG00000198734.12	F5	9132	18651	264	26.4000	9	12.8030	true	-
ENSG00000107290.14	SETX	11101	26224	274	27.4000	8	12.7737	true	-
ENSG00000134326.12	CMPK2	2042	2107	116	11.6000	10	12.7586	true	-
ENSG00000139436.22	GIT2	2989	20887	771	77.1000	10	12.7237	true	-
ENSG00000113811.12	SELENOK	1497	11561	1219	121.9000	10	12.6825	true	-
ENSG00000198162.12	MAN1A2	2082	1848	105	10.5000	10	12.6667	true	-
ENSG00000138138.14	ATAD1	4334	16079	353	35.3000	10	12.6629	true	-
ENSG00000156675.16	RAB11FIP1	6253	83941	1134	113.4000	10	12.6543	true	-
ENSG00000145592.14	RPL37	637	274879	75313	7531.3000	10	12.6428	true	-
ENSG00000243725.7	TTC4	2356	4846	165	16.5000	10	12.6061	true	-
ENSG00000124731.13	TREM1	2048	7380	503	50.3000	10	12.6044	true	-
ENSG00000015676.18	NUDCD3	8036	21944	330	33.0000	10	12.5758	true	-
ENSG00000145241.11	CENPC	6823	19321	390	39.0000	10	12.4872	true	-
ENSG00000131507.11	NDFIP1	3574	41216	1373	137.3000	10	12.4472	true	-
ENSG00000065613.15	SLK	7673	21066	305	30.5000	9	12.3934	true	-
ENSG00000162928.9	PEX13	1533	765	134	13.4000	10	12.3881	true	-
ENSG00000119335.18	SET	1541	71660	6024	602.4000	10	12.3373	true	-
ENSG00000107937.19	GTPBP4	4656	19450	493	49.3000	10	12.3327	true	-
ENSG00000183682.8	BMP8A	5636	5722	216	21.6000	10	12.3148	true	-
ENSG00000220008.4	LINGO3	4738	6133	186	18.6000	10	12.3118	true	-
ENSG00000048707.15	VPS13D	16245	22980	252	25.2000	10	12.2619	true	-
ENSG00000175387.16	SMAD2	1714	9335	474	47.4000	10	12.2574	true	-
ENSG00000168255.20	POLR2J3	955	3818	785	78.5000	8	12.2420	true	-
ENSG00000139719.12	VPS33A	4073	3813	104	10.4000	10	12.2115	true	-
ENSG00000116754.14	SRSF11	3784	116079	3894	389.4000	10	12.1828	true	-
ENSG00000168813.17	ZNF507	7638	10159	133	13.3000	8	12.1805	true	-
ENSG00000170779.11	CDCA4	2448	13246	419	41.9000	10	12.1480	true	-
ENSG00000164733.23	CTSB	2432	33436	1574	157.4000	10	12.1474	true	-
ENSG00000290292.10	HOMEZ	3686	3307	240	24.0000	10	12.0833	true	-
ENSG00000167113.11	COQ4	956	2686	637	63.7000	10	12.0722	true	-
ENSG00000204256.14	BRD2	3467	111091	2424	242.4000	10	12.0668	true	-
ENSG00000120594.17	PLXDC2	12275	18264	184	18.4000	10	12.0652	true	-
ENSG00000173928.4	SWSAP1	1662	2126	180	18.0000	10	12.0556	true	-
ENSG00000157554.20	ERG	4904	32825	802	80.2000	10	12.0324	true	-
ENSG00000065615.14	CYB5R4	9205	16097	424	42.4000	10	12.0047	true	-
ENSG00000183161.6	FANCF	3291	4717	135	13.5000	10	12.0000	true	-
ENSG00000119900.9	OGFRL1	8492	16797	325	32.5000	10	11.9692	true	-
ENSG00000118217.7	ATF6	2996	12260	377	37.7000	10	11.9629	true	-
ENSG00000145782.13	ATG12	4040	11512	436	43.6000	10	11.9266	true	-
ENSG00000083099.11	LYRM2	791	1005	181	18.1000	10	11.8785	true	-
ENSG00000175073.8	VCPIP1	9956	23085	256	25.6000	9	11.8750	true	-
ENSG00000125520.14	SLC2A4RG	2361	30170	1432	143.2000	10	11.8715	true	-
ENSG00000104129.10	DNAJC17	3721	4194	200	20.0000	10	11.8000	true	-
ENSG00000181826.10	RELL1	1326	2528	206	20.6000	10	11.7961	true	-
ENSG00000135439.12	AGAP2	5388	18949	338	33.8000	10	11.7751	true	-
ENSG00000165480.16	SKA3	2869	2464	117	11.7000	10	11.7094	true	-
ENSG00000132612.17	VPS4A	4106	33311	988	98.8000	10	11.7004	true	-
ENSG00000125611.16	CHCHD5	3272	3212	481	48.1000	8	11.6840	true	-
ENSG00000135838.14	NPL	2461	7714	297	29.7000	10	11.6835	true	-
ENSG00000144028.15	SNRNP200	7194	103651	1504	150.4000	10	11.6622	true	-
ENSG00000204344.16	STK19	1557	4126	264	26.4000	5	11.6288	true	-
ENSG00000159445.13	THEM4	4798	9310	317	31.7000	10	11.6088	true	-
ENSG00000142867.14	BCL10	2833	4965	225	22.5000	10	11.6000	true	-
ENSG00000197170.10	PSMD12	4356	22276	956	95.6000	10	11.5795	true	-
ENSG00000288558.3	DUS4L-BCAP29	6749	20827	642	64.2000	10	11.5576	true	-
ENSG00000184489.13	PTP4A3	2849	8018	396	39.6000	9	11.5152	true	-
ENSG00000182541.18	LIMK2	2789	8466	368	36.8000	10	11.4674	true	-
ENSG00000085491.17	SLC25A24	3404	4167	116	11.6000	10	11.4655	true	-
ENSG00000092978.11	GPATCH2	5859	5052	130	13.0000	10	11.4615	true	-
ENSG00000288695.1	ENSG00000288695	2676	1821	130	13.0000	10	11.4615	true	-
ENSG00000178127.13	NDUFV2	868	2223	581	58.1000	10	11.4286	true	-
ENSG00000163738.19	MTHFD2L	2355	4858	779	77.9000	10	11.4249	true	-
ENSG00000118513.21	MYB	2381	69021	2644	264.4000	10	11.4032	true	-
ENSG00000204590.13	GNL1	6801	16094	360	36.0000	10	11.3889	true	-
ENSG00000256537.5	SMIM10L1	4823	12999	518	51.8000	9	11.3707	true	-
ENSG00000155252.14	PI4K2A	4204	6912	132	13.2000	10	11.3636	true	-
ENSG00000075336.12	TIMM21	2524	1946	176	17.6000	10	11.3636	true	-
ENSG00000232653.9	GOLGA8N	5256	19761	1180	118.0000	8	11.3220	true	-
ENSG00000142166.15	IFNAR1	5669	5974	186	18.6000	10	11.2903	true	-
ENSG00000165322.18	ARHGAP12	4958	3644	102	10.2000	9	11.2745	true	-
ENSG00000070785.17	EIF2B3	1900	3300	177	17.7000	10	11.2429	true	-
ENSG00000253352.10	TUG1	7474	87042	1187	118.7000	10	11.2384	true	-
ENSG00000136451.9	VEZF1	3948	16939	400	40.0000	10	11.2250	true	-
ENSG00000135341.19	MAP3K7	4558	13822	352	35.2000	10	11.1932	true	-
ENSG00000173163.11	COMMD1	770	978	234	23.4000	10	11.1538	true	-
ENSG00000136143.16	SUCLA2	1118	2473	239	23.9000	8	11.1297	true	-
ENSG00000167112.10	TRUB2	5426	7377	294	29.4000	10	11.0884	true	-
ENSG00000109805.10	NCAPG	4587	9281	271	27.1000	10	11.0701	true	-
ENSG00000273899.5	NOL12	2830	8906	561	56.1000	10	11.0517	true	-
ENSG00000213889.11	PPM1N	771	887	213	21.3000	10	11.0329	true	-
ENSG00000172375.14	C2CD2L	4771	7693	185	18.5000	10	11.0270	true	-
ENSG00000152457.19	DCLRE1C	3167	4689	176	17.6000	10	11.0227	true	-
ENSG00000198743.7	SLC5A3	11566	10867	350	35.0000	10	10.9714	true	-
ENSG00000188342.13	GTF2F2	2228	8748	387	38.7000	9	10.9044	true	-
ENSG00000174943.11	KCTD13	2878	3155	269	26.9000	10	10.8922	true	-
ENSG00000176410.8	DNAJC30	2536	3945	216	21.6000	10	10.8333	true	-
ENSG00000289700.1	ENSG00000289700	5789	2900	181	18.1000	10	10.8287	true	-
ENSG00000086232.13	EIF2AK1	782	8012	2359	235.9000	10	10.8266	true	-
ENSG00000213096.11	ZNF254	3982	8476	255	25.5000	7	10.7843	true	-
ENSG00000213190.4	MLLT11	2483	3008	153	15.3000	10	10.7843	true	-
ENSG00000112365.6	ZBTB24	5501	7937	312	31.2000	10	10.7692	true	-
ENSG00000106733.21	NMRK1	1754	3996	238	23.8000	10	10.7563	true	-
ENSG00000062194.16	GPBP1	3310	27197	799	79.9000	10	10.7509	true	-
ENSG00000225921.7	NOL7	1683	17006	1308	130.8000	10	10.7492	true	-
ENSG00000115514.12	TXNDC9	1111	2559	366	36.6000	10	10.7377	true	-
ENSG00000166454.10	ATMIN	4881	25528	707	70.7000	10	10.6931	true	-
ENSG00000166326.7	TRIM44	12994	41473	615	61.5000	10	10.6341	true	-
ENSG00000138600.11	SPPL2A	2697	5136	245	24.5000	10	10.6122	true	-
ENSG00000135823.14	STX6	4810	8012	164	16.4000	7	10.6098	true	-
ENSG00000149930.18	TAOK2	4780	9243	405	40.5000	10	10.5926	true	-
ENSG00000155729.13	KCTD18	2939	8576	268	26.8000	10	10.5597	true	-
ENSG00000107738.20	VSIR	4714	43006	1450	145.0000	10	10.5517	true	-
ENSG00000237765.8	FAM200B	1136	3262	417	41.7000	10	10.5516	true	-
ENSG00000124496.13	TRERF1	7600	15663	255	25.5000	10	10.5490	true	-
ENSG00000144840.10	RABL3	5605	5338	113	11.3000	10	10.5310	true	-
ENSG00000174721.10	FGFBP3	2553	2191	152	15.2000	10	10.5263	true	-
ENSG00000170248.15	PDCD6IP	5884	56550	1797	179.7000	10	10.5231	true	-
ENSG00000138463.9	SLC49A4	3322	4942	213	21.3000	10	10.5164	true	-
ENSG00000182810.7	DDX28	2317	4798	197	19.7000	10	10.5076	true	-
ENSG00000136319.12	TTC5	4737	5031	121	12.1000	9	10.4959	true	-
ENSG00000135315.12	CEP162	5063	4498	108	10.8000	10	10.4630	true	-
ENSG00000074356.17	NCBP3	12772	55748	908	90.8000	10	10.4295	true	-
ENSG00000109270.13	LAMTOR3	4163	8986	468	46.8000	10	10.4274	true	-
ENSG00000153006.16	SREK1IP1	6878	6737	277	27.7000	10	10.3971	true	-
ENSG00000163867.17	ZMYM6	2702	5355	380	38.0000	10	10.3947	true	-
ENSG00000168395.16	ING5	4199	11719	370	37.0000	10	10.3784	true	-
ENSG00000157741.15	UBN2	2897	2715	117	11.7000	10	10.3419	true	-
ENSG00000206127.11	GOLGA8O	5189	7669	744	74.4000	8	10.3091	true	-
ENSG00000136152.15	COG3	4555	13105	757	75.7000	7	10.2906	true	-
ENSG00000116151.14	MORN1	1645	1582	117	11.7000	10	10.2564	true	-
ENSG00000163807.6	KIAA1143	5079	12513	870	87.0000	10	10.2529	true	-
ENSG00000004142.12	POLDIP2	2670	25590	983	98.3000	10	10.2442	true	-
ENSG00000272822.2	ENSG00000272822	939	13291	1876	187.6000	10	10.2239	true	-
ENSG00000196712.20	NF1	7344	13535	443	44.3000	10	10.1806	true	-
ENSG00000135070.15	ISCA1	1264	6392	941	94.1000	10	10.1700	true	-
ENSG00000158106.15	RHPN1	3695	25192	890	89.0000	10	10.1348	true	-
ENSG00000019991.18	HGF	1425	718	103	10.3000	10	10.0971	true	-
ENSG00000142347.20	MYO1F	4180	53686	1461	146.1000	10	10.0753	true	-
ENSG00000088727.14	KIF9	2707	2907	293	29.3000	10	10.0683	true	-
ENSG00000173926.6	MARCHF3	3946	3379	154	15.4000	10	10.0000	true	-
ENSG00000117724.15	CENPF	10290	30399	397	39.7000	10	10.0000	true	-
ENSG00000186141.10	POLR3C	3656	9188	395	39.5000	10	10.0000	true	-
ENSG00000054965.11	FAM168A	7192	22957	295	29.5000	10	10.0000	true	-
ENSG00000071189.21	SNX13	6357	10959	197	19.7000	10	10.0000	true	-
ENSG00000077549.19	CAPZB	2068	48092	4034	403.4000	10	9.9653	true	-
ENSG00000040933.16	INPP4A	3641	6699	184	18.4000	10	9.9457	true	-
ENSG00000198799.12	LRIG2	11566	8398	173	17.3000	8	9.9422	true	-
ENSG00000188167.9	TMPPE	4310	3162	303	30.3000	10	9.9340	true	-
ENSG00000059145.19	UNKL	2184	4650	369	36.9000	10	9.9187	true	-
ENSG00000145439.12	CBR4	1602	2602	305	30.5000	10	9.9016	true	-
ENSG00000100099.22	HPS4	4315	28046	739	73.9000	10	9.8917	true	-
ENSG00000197324.9	LRP10	2566	14956	727	72.7000	10	9.8900	true	-
ENSG00000223496.3	EXOSC6	5163	15217	582	58.2000	10	9.8625	true	-
ENSG00000104884.17	ERCC2	2853	10688	403	40.3000	10	9.8511	true	-
ENSG00000196642.19	RABL6	2547	13224	1321	132.1000	10	9.8335	true	-
ENSG00000267041.6	ZNF850	7625	6786	105	10.5000	10	9.8095	true	-
ENSG00000136710.10	CCDC115	1769	12891	731	73.1000	10	9.7948	true	-
ENSG00000112343.11	TRIM38	9418	36362	467	46.7000	10	9.7859	true	-
ENSG00000120656.14	TAF12	1438	4982	508	50.8000	5	9.7835	true	-
ENSG00000147475.17	ERLIN2	1742	3301	374	37.4000	10	9.7594	true	-
ENSG00000122025.15	FLT3	3826	53736	1327	132.7000	10	9.7513	true	-
ENSG00000120942.14	UBIAD1	1393	954	153	15.3000	8	9.7386	true	-
ENSG00000134970.14	TMED7	3918	17911	527	52.7000	10	9.7343	true	-
ENSG00000101442.10	ACTR5	2547	4866	289	28.9000	10	9.7232	true	-
ENSG00000029639.11	TFB1M	2799	3162	213	21.3000	10	9.7183	true	-
ENSG00000180209.12	MYL11	623	136	136	13.6000	4	9.7059	true	-
ENSG00000088888.18	MAVS	11731	99088	1230	123.0000	10	9.6992	true	-
ENSG00000087266.18	SH3BP2	9054	36322	543	54.3000	10	9.6869	true	-
ENSG00000166946.14	CCNDBP1	3515	31708	1437	143.7000	10	9.6729	true	-
ENSG00000073910.23	FRY	12729	23796	301	30.1000	9	9.6678	true	-
